0,51.5092869600407,-0.161032665998202,0,-0
0.5,51.5092869151578,-0.161032662643496,-0.0169782515002888,0.000791881315316514
1,51.5092874987159,-0.161032687502864,0.232632578594966,-0.00642239263058877
1.5,51.5092892512918,-0.161032658890855,0.500119916902149,0.0112495644535265
2,51.5092918577376,-0.161032664063354,0.63587985316787,-0.00909566793820597
2.5,51.5092953629325,-0.161032666028207,0.880825834504616,0.00590316242603574
3,51.5092999916612,-0.161032612083085,1.13437294398515,0.00860157653955296
3.5,51.5093052042136,-0.161032507944563,1.17773822915862,0.0185608769503401
4,51.5093111755523,-0.161032696537425,1.43441547685368,-0.0575101024515304
4.5,51.5093168330449,-0.161033001037361,1.13602000438293,-0.0316203612904339
5,51.5093223156482,-0.161033057058739,1.27873988265636,0.00891036725218837
5.5,51.5093282475574,-0.161033024180813,1.3487989639152,0.00152359961446254
6,51.5093344026853,-0.161033122475178,1.38419656936587,-0.0242689677402271
6.5,51.5093404645951,-0.161033039109569,1.32415583477288,0.0366667802419052
7,51.5093461235443,-0.161032875685888,1.21375275102261,0.0129095087434317
7.5,51.5093520545719,-0.161032819261536,1.39395650610779,0.00428234312369893
8,51.5093579384492,-0.161032897002082,1.24997785909271,-0.0213483363882069
8.5,51.5093639095717,-0.161033322693738,1.38376599809332,-0.0855408881296627
9,51.5093696123736,-0.16103368174289,1.18861422661693,-0.0248750957874095
9.5,51.509375565423,-0.161033238799966,1.41988383909037,0.121969434350896
10,51.5093812910793,-0.161032403001521,1.17197705152933,0.111911952616723
10.5,51.5093869478419,-0.161032024608833,1.31945081490393,0.0109813670704231
11,51.5093924736969,-0.161031797978871,1.16669954223234,0.0458091230762596
11.5,51.5093983149323,-0.161031685117627,1.3929272414808,-0.00542545447431476
12,51.5094039774016,-0.161031707362585,1.16694438652655,-0.00145311044217855
12.5,51.5094098195661,-0.161031687377541,1.39310731917471,0.00573465199198564
13,51.5094155262852,-0.161031751824314,1.18355710019997,-0.0192269314651977
13.5,51.5094213213438,-0.161032004390367,1.36365925530336,-0.0461594133765923
14,51.5094269363626,-0.161032272613754,1.1694824614433,-0.031002585065509
14.5,51.5094326419907,-0.161032284292592,1.33968180253,0.0189450184859703
15,51.5094380301909,-0.161032413216382,1.10046593792665,-0.0436939873188867
15.5,51.509443632552,-0.161033055159054,1.34892965795861,-0.120944826081807
16,51.5094494152367,-0.161033684113738,1.24321765562822,-0.0638034045481202
16.5,51.5094552094146,-0.161033909080674,1.3215637464392,-0.0084410660541476
17,51.5094610952954,-0.161034058865357,1.30141071250686,-0.0294479262862961
17.5,51.5094671581292,-0.161034411288078,1.38245551726214,-0.0625758190714386
18,51.5094729963646,-0.16103475327958,1.24076323813191,-0.0369239953810833
18.5,51.5094790166961,-0.161034967103561,1.40883099375306,-0.0246263312600347
19,51.5094846330101,-0.161035147639692,1.13835220449398,-0.025377097425007
19.5,51.5094906958457,-0.161035055412515,1.49659712549134,0.0395341779205167
20,51.5094964448592,-0.161034767821407,1.12711333607153,0.0402119001509015
20.5,51.5095019720398,-0.161034722477676,1.3018373057596,-0.0174449524292171
21,51.5095075887224,-0.161034861353396,1.21338722640376,-0.0205701119333417
21.5,51.5095133334786,-0.161034654120594,1.32374982202367,0.0633163226519287
22,51.5095188986455,-0.161034457694848,1.17856118489917,0.00204481027828466
22.5,51.5095242883627,-0.161034743088475,1.21382424394771,-0.0687984359628641
23,51.5095299022155,-0.16103479240893,1.27392593715796,0.0365168299424483
23.5,51.5095353830825,-0.161034567565448,1.18154902330298,0.0275124336622132
24,51.5095410863713,-0.161034699407591,1.33035033311535,-0.05037998512255
24.5,51.5095467902771,-0.161034921720401,1.22642283403851,-0.017210847807435
25,51.5095526318326,-0.161034815056018,1.35124206887614,0.0372256692415354
25.5,51.5095585631561,-0.161034751401958,1.29782600341792,-0.0110324605938627
26,51.509564360348,-0.161034804895916,1.28447803998605,-0.00490449711518855
26.5,51.5095700605931,-0.161035143266122,1.25714868573754,-0.0764389440974579
27,51.5095758052618,-0.161035553471984,1.29308372166265,-0.0433215843862367
27.5,51.5095815964728,-0.16103534878773,1.28553522907758,0.078640697015126
28,51.5095874778018,-0.161035103492312,1.32490890781453,0.00285333205500037
28.5,51.5095932748391,-0.161035109006638,1.26546154576824,-0.00329898523410959
