0,51.5092869600282,-0.161032665924403,-3.322863860182e-06,1.22966990870427e-05,-1.54289229099499
0.5,51.5092869155415,-0.161032662503474,-0.0169205863518636,0.000802110345311842,-1.9439657331441
1,51.5092874992474,-0.16103268708713,0.232678433468434,-0.00639880269099717,-2.17313903065381
1.5,51.5092892515021,-0.16103265855064,0.500121763279258,0.0112603728201657,-2.86066159657504
2,51.5092918593512,-0.161032662898395,0.635978315147343,-0.00905258088620265,-3.77161436940945
2.5,51.5092953663904,-0.161032664070768,0.881007530605654,0.00596411454262162,-4.08662782177177
3,51.509299997691,-0.161032608982611,1.13464602955296,0.00868540317529775,-4.03488846721677
3.5,51.5093052141095,-0.161032506863309,1.17813380488749,0.0185687314605451,-4.38407773456679
4,51.5093111728222,-0.161032689620011,1.43420735840462,-0.0573510903010535,-5.23757174729859
4.5,51.5093168403492,-0.161032988769202,1.13623126304025,-0.0313610201816567,-5.50628234292312
5,51.5093223186652,-0.161033045021987,1.27876700616421,0.00912364961919596,-5.67158707105522
5.5,51.5093282354444,-0.161033017191918,1.34832941250108,0.00160309179856937,-6.10564693782283
6,51.5093343613239,-0.161033100457052,1.38290373103053,-0.0239158012538538,-6.80892740536753
6.5,51.5093404022019,-0.161033017336932,1.32243062831246,0.0369705133002671,-7.22955699820306
7,51.5093460692643,-0.161032858743124,1.21245138065206,0.0130962690138097,-7.48994953616251
7.5,51.5093519550956,-0.161032797292,1.39166279033491,0.00452704467897192,-7.78847607298438
8,51.5093578272655,-0.161032859012711,1.24765071357358,-0.0208910670306873,-7.8872744192235
8.5,51.509363735992,-0.161033226677286,1.38025959589063,-0.0843081333647772,-8.10559276633903
9,51.5093694602767,-0.161033548881222,1.18591361217561,-0.0232647319018193,-8.39616683928902
9.5,51.5093753247733,-0.16103317201134,1.41560354951064,0.12257787969936,-8.41220076263338
10,51.5093810758258,-0.161032406066008,1.16858028419715,0.111603391810299,-8.60625368105016
10.5,51.5093866737271,-0.161032019006795,1.31522585429189,0.0108018846771389,-9.11397482116711
11,51.509392264936,-0.161031840678214,1.16401517822775,0.0450938176109941,-9.74286549799803
11.5,51.5093979853482,-0.161031690263504,1.38832917635789,-0.00567186217081503,-10.3637999261383
12,51.509403715803,-0.161031715146171,1.16385145388492,-0.00170866265483351,-10.8874374356346
12.5,51.5094093928966,-0.161031736249985,1.38753384506335,0.00507722369604308,-11.1171847911655
13,51.509415140161,-0.161031776208896,1.17902535370879,-0.0195947527451231,-11.762205580152
13.5,51.5094207772759,-0.161031936753621,1.35700978023817,-0.045617891330998,-12.3327337482426
14,51.50942647351,-0.161032124620447,1.16449264862759,-0.0297483420606448,-12.7955140278113
14.5,51.5094320437978,-0.161032238173963,1.33305293759922,0.019194665707571,-13.1489719887197
15,51.5094376125848,-0.161032346223598,1.09680783329658,-0.0432762454045565,-13.4392760985679
15.5,51.509443024903,-0.161032744346006,1.34288408774459,-0.118460518153376,-14.2897068371002
16,51.5094487398865,-0.161033229900917,1.23662865719873,-0.0602690518067081,-14.9279567163842
16.5,51.5094543824361,-0.161033438779526,1.31337827842465,-0.00498317927077027,-15.0079673209795
17,51.5094600932971,-0.161033505030623,1.29145855292822,-0.0255224542095373,-14.7673491032854
17.5,51.5094658748318,-0.161033665654802,1.36954731828716,-0.0573752960271927,-14.8229047123866
18,51.5094716994367,-0.161033866190396,1.22839765993626,-0.0309299671203573,-15.0218732034642
18.5,51.5094773424986,-0.161034009236494,1.39261339052928,-0.0184260055720373,-14.8874643270522
