3977842.98465575,-11179.9569328682,4969029.30333227
3977845.91833023,-11179.462293003,4969027.66504531
3977838.30140883,-11180.9188643176,4969023.94160962
3977843.42181221,-11179.4838807994,4969030.11729348
3977840.78495823,-11179.9309647839,4969025.99171278
3977837.91951689,-11180.5315139457,4969026.50695213
3977842.33469028,-11177.3743802757,4969027.92290798
3977837.93902411,-11177.8386331581,4969026.6352446
3977836.5912408,-11179.3850078088,4969028.04413439
3977836.27219447,-11177.7906220926,4969021.48481442
3977836.48418369,-11180.9158099546,4969028.80232878
3977830.13889915,-11179.1252231842,4969025.39199159
3977842.02356488,-11179.6486085468,4969026.90343439
3977836.17069573,-11177.5239638863,4969029.7063289
3977837.3246101,-11178.9691514574,4969034.37571465
3977839.303407,-11177.2949106536,4969034.72600187
3977834.36574045,-11177.5189565319,4969029.9736762
3977840.17215786,-11179.0533156596,4969036.5220649
3977832.20671627,-11179.5776504198,4969028.94512168
3977832.91718315,-11179.6116254123,4969029.20870927
3977826.54075217,-11181.4263362014,4969028.06777288
3977834.72482652,-11180.6689063945,4969035.87898318
3977829.08844178,-11180.1896523016,4969028.07406277
3977832.30158379,-11179.0621029486,4969033.9888915
3977829.72873569,-11179.1665047958,4969032.94078117
3977831.63148943,-11178.7969625746,4969036.71335739
3977830.62329468,-11180.5363527547,4969036.3208162
3977834.37456405,-11181.8096537459,4969041.44092357
3977826.89088788,-11179.4065619033,4969033.04554021
3977832.51365981,-11177.2787745876,4969040.34455469
3977828.04388655,-11178.7185742389,4969036.79104438
3977823.96402579,-11177.4523660278,4969033.28457067
3977824.18984376,-11181.1913809752,4969035.42254766
3977825.32013738,-11176.6050177784,4969037.00197291
3977832.22245257,-11179.1765129079,4969042.34177751
3977826.58708973,-11178.8804411455,4969039.30500928
3977825.19907095,-11176.5443085396,4969039.37062621
3977826.2137973,-11177.830401177,4969040.47960638
3977820.29597723,-11176.3161837073,4969035.63823793
3977825.02583319,-11179.4777670435,4969040.46587851
3977822.71630006,-11181.0115697405,4969040.68007994
3977825.47310455,-11176.9867954049,4969039.27455606
3977821.0694036,-11177.7748083767,4969038.35558501
3977823.11587697,-11175.6555683775,4969043.3906974
3977813.91988778,-11182.446660821,4969038.39291101
3977815.18125786,-11182.0392255902,4969038.12698046
3977815.1205879,-11182.167697621,4969041.53934063
3977821.93260502,-11179.5613298953,4969044.08701642
3977819.24673348,-11177.209862245,4969042.91734473
3977821.23549959,-11178.5065439789,4969046.45676228
3977818.38588987,-11180.4491200653,4969043.68845751
3977816.28188824,-11177.5769707292,4969047.06478527
3977814.24474758,-11179.8373918182,4969040.60412776
3977818.17126529,-11178.7878898641,4969042.97629591
3977814.07800522,-11179.8003411703,4969042.92857255
3977814.18488696,-11177.7681832316,4969046.74016387
3977813.00622127,-11180.8060313928,4969043.72956883
3977816.77326658,-11181.3173750948,4969049.81927668
3977815.41634904,-11178.5807789084,4969046.45815604
3977812.22642962,-11179.9233951801,4969046.30888423
3977808.01068436,-11178.9322964789,4969046.9370193
3977812.98253243,-11177.8897660481,4969049.76125119
3977814.50860229,-11176.94481637,4969047.73885766
3977814.59100586,-11179.373150293,4969048.85721281
3977810.86026259,-11177.5649919907,4969049.11246825
3977816.04145031,-11174.9024103613,4969051.96674243
3977812.04636365,-11183.3641471818,4969051.17447679
3977812.0802696,-11178.5569001032,4969052.21542357
3977808.46410563,-11180.3952977718,4969051.1727191
3977809.61202377,-11178.2273616505,4969050.98481453
3977810.28210677,-11178.048616449,4969050.12925454
3977811.38772317,-11180.0436135821,4969052.46498119
3977811.13571601,-11178.4348034721,4969050.93953445
3977813.40198862,-11176.8299971498,4969052.69407988
3977810.33943248,-11177.6101248533,4969050.55016878
3977810.8031742,-11179.335062225,4969052.07071023
3977807.96957472,-11179.3091208401,4969054.46055617
3977809.26260517,-11179.4645451772,4969051.84394846
3977808.43450373,-11178.107043817,4969048.29188853
3977816.86467076,-11176.6017926128,4969057.34506659
3977812.15816765,-11178.1013288667,4969049.87597044
3977811.43998235,-11178.8254005371,4969051.19838297
3977805.66671368,-11176.5481555234,4969045.78630833
3977809.3275756,-11177.6603546688,4969047.72841256
3977812.81050632,-11177.4478983167,4969049.34840339
3977814.17635563,-11177.5452924884,4969051.23756187
3977813.08280451,-11179.677078459,4969048.90829814
3977810.18377225,-11177.981105156,4969046.63223958
3977818.86980738,-11176.5710438057,4969049.84029892
3977810.93701493,-11176.7391743685,4969048.46632088
3977815.32326215,-11175.1541013191,4969045.1701408
3977817.63967406,-11176.4662794449,4969047.83253632
3977811.70277405,-11180.5903899831,4969042.5916153
3977818.29191652,-11179.0833069221,4969048.54553098
3977820.44036458,-11179.0965727428,4969049.12314371
3977818.77820277,-11178.3488641094,4969046.69790413
3977816.1737735,-11179.9148574884,4969042.38504758
3977819.43797149,-11175.9043994755,4969042.97446725
3977812.20188454,-11179.7562836636,4969040.47607542
3977811.8433466,-11179.3048540825,4969041.56619353
3977819.56060674,-11179.4804479937,4969045.38482895
3977821.28608484,-11179.9873530309,4969046.60936387
3977820.39719479,-11180.6102120793,4969041.7154633
3977823.38204264,-11175.5842571514,4969044.15998536
3977818.77462091,-11178.3167357019,4969041.0923371
3977819.43925457,-11176.7717125586,4969038.0525833
3977822.99920559,-11177.7489550402,4969041.70101198
3977819.26876655,-11179.8224694662,4969033.61055554
3977820.03510521,-11179.0758318738,4969039.41126505
3977831.61194605,-11175.2099801217,4969043.46869654
3977823.33643434,-11177.3232171973,4969040.07489036
